"p0","p1","eps"
0.783798338792326,0.942876588928302,0.00384309768469588
0.964189067527763,0.880860470256054,0.0111652287216338
0.968511391002081,0.928519757768329,0.00964475261789367
0.815490320850875,0.944468664251031,0.00456670539510798
0.959167133375472,0.804477599808769,0.0188308517078424
0.912225138683243,0.879967264652105,0.00863937195612181
0.93046695106466,0.896339512953496,0.00895284687052553
0.913987382320859,0.742715362227699,0.0254814779508932
0.953440360986734,0.914416581794372,0.00954788392520696
0.952637881419909,0.877950132398577,0.0104633059882301
0.878530558166819,0.874776656293832,0.00739232593710583
0.925405223926986,0.839674085429813,0.0106887592851819
0.934371546716768,0.910205159037116,0.00861512541190317
0.938490895012244,0.899023030851957,0.00904671455111824
0.949615697504859,0.948751686643475,0.00813176004148378
0.908744014477092,0.769675187408592,0.0148430616619407
0.924370291362324,0.948483205858829,0.00725702201139981
0.811471368482176,0.911652487410718,0.00485748732802263
0.832825823636732,0.944826291902655,0.00496741424124798
0.883125820700466,0.833589328255059,0.0088650550846477
0.910657607515038,0.954843579777274,0.00695955981648677
0.855697546396102,0.895768315064931,0.0063434825981704
0.822429136444698,0.707924401507952,0.0110983767614105
0.940547882734838,0.793830823492146,0.0171408318940974
0.963691681839233,0.894462248427398,0.0106080539713312
0.785034546231322,0.896420544633488,0.00435816786205446
0.974713490519328,0.876034723556692,0.0122534852165644
0.915042381401742,0.778741282815769,0.014562041967074
0.999695357312131,0.960582143563951,0.00980702116485237
0.913669402882282,0.987957887224684,0.00646828650785118
0.936403732942939,0.902711199070257,0.00894299622025161
0.760328123728427,0.800579842821838,0.00477182196317941
0.913101488026344,0.93221731385208,0.00723508791212813
0.93694147056634,0.923307120136305,0.00839353333405936
0.956098433867588,0.865345289604113,0.011370230165631
0.944410702879494,0.939779782409914,0.00823985768478669
0.992211214400569,0.822656958637562,0.0297222311352942
0.981933389183864,0.844154693540448,0.0154203184127297
0.961534626977602,0.902701420696377,0.00988138276343228
0.90447877372168,0.953307215456976,0.00669170344702738
0.990125459841726,0.8954418120016,0.0122898010969485
0.975219377981405,0.942316697696882,0.00936072383799174
0.746033773625837,0.903697131794962,0.00336186679338673
0.89837089343262,0.800404080234964,0.0111337554828366
0.980246615428971,0.94487963906814,0.0093809083799534
0.955660031307099,0.864141612630913,0.0113114230594437
0.982886570231821,0.945428342850886,0.00930852933458282
0.874970763911884,0.909617463442307,0.00659926929632522
0.879259768190533,0.907444251943831,0.00680833695700073
0.698984716183957,0.926478510570266,0.00222849079964731
0.883158574852785,0.815674818268631,0.00937111149550764
0.989854864907164,0.824194374929318,0.0210471054078998
0.861966629664234,0.899136698546249,0.00641002737974744
0.89410566347965,0.796351650949845,0.0109160157204806
0.763166613559779,0.903232592467917,0.00369171395150643
0.84764951350886,0.881250344266704,0.00620183129603299
0.988694588198948,0.88105805814109,0.0129938437276456
0.941495773521053,0.788763718737716,0.0179830519043072
0.960709865737901,0.811527201977915,0.0174043285798355
0.882960843344992,0.810305911150531,0.00957766479181277
0.887564414682412,0.794767160686977,0.010460130249012
0.855369915467093,0.783200413941599,0.00901626611049566
0.977106572297765,0.812752966847965,0.0216815332893837
0.822699460805692,0.824719561700313,0.00630423053731943
0.929119916294862,0.920199991477804,0.00816768633276442
0.924251263646801,0.813422355474169,0.0118390855164248
0.957940381916573,0.890910315300209,0.0103491313012408
0.99060522318566,0.937207288899288,0.0100900756277123
0.942377504711497,0.952138619039378,0.00783144803218321
0.982722842734113,0.847014459994481,0.015144909407242
0.806226912444173,0.826146073028137,0.00575205581106205
0.899523192828523,0.918581983628027,0.00710827140832923
0.886133056300808,0.943435483158711,0.00635994765925992
0.995195731011815,0.924402068123929,0.0106070574359214
0.880139637070992,0.848113555117476,0.00801590740847221
0.855452337064725,0.988910048607603,0.00499899413661413
0.97903694360306,0.933975040052291,0.00978042155846837
0.951008799601215,0.939802941769186,0.00838096895463477
0.917737363017094,0.854126798323047,0.00968087297947901
0.923663661789101,0.784315969827465,0.0144443090544045
0.927493731678197,0.78565998236109,0.0153890877948297
0.786056640372558,0.856828716871009,0.00463655710641809
0.993960558986793,0.892033622982237,0.0126590478169411
0.967536124726344,0.895083117370322,0.010551225105634
0.957246573863565,0.94552120563303,0.00830517856695196
0.978990858658667,0.839608299793936,0.0162253268228375
0.764246791656879,0.948515621190034,0.00342809817035849
0.811337712006733,0.947579385884892,0.00439751063695441
0.977917008770564,0.948121727902488,0.00925633168391586
0.906839798781985,0.904610510788629,0.00762514541735935
0.975505876751469,0.868125666658055,0.0124119663471526
0.96319336800478,0.888210557945886,0.0106069398414373
0.975767808357471,0.929433659195276,0.00971718936936434
0.878311385889461,0.85351108715763,0.00810298971593591
0.988654032290932,0.894943993556981,0.0116666191353361
0.969786368056901,0.954616552887915,0.00873673030564949
0.934592163225498,0.92730656779704,0.00806305492494463
0.923434651124359,0.941396091281437,0.00744116549812648
0.918332208463633,0.790253302784373,0.0132801514023881
0.959195438689672,0.922304540077391,0.00923286009269787
0.837533552442238,0.752920419411775,0.00949824157868179
0.877565744378018,0.804141939072706,0.00957784764877304
0.741920050251189,0.958257035550335,0.00295625531616668
0.957555323744956,0.987502277892895,0.00755785117465715
0.891953158151549,0.885439591785566,0.00778797203882096
0.929666715305798,0.89784830126316,0.00875097739559959
0.901311071938899,0.872596177704696,0.00822044672210717
0.959889819900018,0.908568758383613,0.00984056811815289
0.996539947099048,0.938352394361298,0.0104984348900379
0.768803597121811,0.853152217292961,0.00431700581028348
0.919643312693597,0.99870288835603,0.00641577868475707
0.87924194035658,0.776130701342658,0.0111275662794163
0.923515789243103,0.92282172562201,0.0079144939847042
0.978458448350192,0.920985147626359,0.00997238323743466
0.789535752692444,0.873450038186434,0.00473597577594371
0.855917847507635,0.943754124608676,0.00556342277838434
0.856551562824022,0.906962558639444,0.00613018712136681
0.766002811578064,0.81228218427312,0.00479225350731179
0.873182327524245,0.903685536960938,0.00661760091820849
0.962128142567181,0.790764945911882,0.0266283436602138
0.933191925329705,0.905287298013711,0.00864546245022169
0.993892786300156,0.846088601973255,0.0167315948111514
0.942158417400574,0.91272203161568,0.00883308445233689
0.924461771815044,0.771016252340482,0.0161849690367106
0.901725424649793,0.87812316213293,0.00824659972794488
0.935362826432876,0.790289361635245,0.015655196415676
0.877122393395201,0.841219194411977,0.0081955701122165
0.921745477355783,0.884358492403925,0.00873788963662265
0.984070361517218,0.84575873341716,0.0151426335576884
0.862875124680865,0.823221321322273,0.00795744612352758
0.936913210086683,0.966893553429909,0.00758834703566866
0.992139117759708,0.968844994706371,0.00920691673692885
0.928208982354333,0.783350067724087,0.0155748274428911
0.814539111355707,0.916922688593381,0.00486393763524978
0.797239443696273,0.765587191405299,0.00675219638969571
0.9075856621777,0.89032654127972,0.00807166835426925
0.992019639232013,0.864087046845367,0.0144760303807362
0.939720550703845,0.928554784447049,0.00833453319393566
0.933144169626319,0.962853004477878,0.0073822875937801
0.895022607540486,0.939228367924283,0.00669985008158393
0.98585843078751,0.985776119589494,0.00850377192095347
0.956409968360009,0.806073065855735,0.0175650160634733
0.936620926517151,0.902377374366199,0.00896819237380406
0.974537445666638,0.83174443814644,0.0156940937665753
0.904467213184559,0.966616395751556,0.00651169015418462
0.96229330576431,0.8693382512497,0.0115937931783299
0.815616600447287,0.965121950440896,0.00436312201165481
0.961274395511714,0.963783321539077,0.00827635736963444
0.939787668201274,0.985469094959066,0.00710640214176229
0.81992697046242,0.87282570326959,0.00556693873196392
0.861718548400374,0.860657760546458,0.00704793102197198
0.960741326960526,0.916662896168372,0.00945374730263321
0.953769700307727,0.976109193256925,0.00773938697369293
0.853765960220166,0.884354252651608,0.00643623742874519
0.960315496254891,0.915355825759687,0.00955336314047245
0.932401474226618,0.860040025561437,0.00980860580967007
0.980843864314151,0.897112050932989,0.011226990090278
0.898364262122271,0.851839293374214,0.00899821937765086
0.921137109832662,0.894843235096899,0.00854988053383858
0.808440836470247,0.945151340643796,0.00440273363419608
0.942821416720497,0.796678619819779,0.0167925069577286
0.916595414044753,0.965718178176385,0.00679807467161479
0.961988762646417,0.833217893327752,0.014067230700691
0.837701649186654,0.978173790427073,0.0047078922604485
0.990492396512957,0.849202495465522,0.0158217545041573
0.890633300558904,0.915620921197405,0.0069645862618214
0.938321153240371,0.883976555157614,0.00948992875559847
0.969922464547484,0.841955769483607,0.0141849567721146
0.847490360177255,0.765103793243701,0.00968238804254724
0.989929639098546,0.948545659348221,0.00971824345276368
0.968829288045632,0.867596677379462,0.012398932536092
0.996943223257729,0.930388903956297,0.0105279328139103
0.988159888616286,0.925554867006494,0.0104759370376862
0.784453838842203,0.975158463391294,0.00363431368581295
0.880515904946327,0.830949351999536,0.00836694801707865
0.873811015058837,0.798575750388145,0.00966270463962738
0.816169485270873,0.84107874007664,0.00613678637180346
0.973913460375586,0.905332938959457,0.0105273218659768
0.84474698802954,0.926502770312567,0.00559165287398636
0.932579282775846,0.981165599441716,0.00704693600065649
0.979070777768919,0.863980422273725,0.013425306175397
0.961980768549859,0.937333967896459,0.00894829850897181
0.933736981711126,0.983857460150569,0.0070394712405838
0.881773025872083,0.910326706976615,0.00679702066541377
0.937446215155354,0.847224910114152,0.0110726226656005
0.865263470335992,0.912858910391156,0.00630767359172266
0.967597160366279,0.900914710803595,0.0101627531362952
0.967288591890707,0.812610337337235,0.0189163633461434
0.988304442140152,0.989653042025343,0.00855365225812373
0.845522061169155,0.904945702024498,0.00576967434080479
0.920158359806942,0.982206827854867,0.0066900871876967
0.957253750343193,0.814079716235244,0.0159640723872577
0.861890011773823,0.925142987539535,0.00585935435544818
0.911368624217368,0.793982957454657,0.0122675897136937
0.914450676182809,0.922618014644923,0.00751266214492968
0.92745331231249,0.841257069698687,0.010510697222444
0.936024711668205,0.771259984289628,0.0221749081709234
0.962361818008233,0.922289479431526,0.00956135786148559
0.899008757844093,0.940195635160157,0.00673226827594958
0.924153744947634,0.967740344304697,0.00700488954829428
0.989620631302401,0.977254813900486,0.00891511056466671
0.920731468418361,0.887525488992922,0.00864319538919362
0.742439767614556,0.962440141537782,0.00287933744045819
0.857828369540754,0.865260080539696,0.0068286745754024
0.8806062935073,0.834987652792343,0.00853676607526511
0.897924336603892,0.917654769507311,0.00720546074932778
0.981957988711358,0.964082514908382,0.0088464917982311
0.951013125181541,0.834483508756016,0.012913300808298
0.99244057856518,0.911940139342302,0.0113589823841949
0.913987854892007,0.917756402479736,0.00774891743277737
0.927417154352957,0.919592091549704,0.0081484460493309
0.791360449113937,0.974621456481108,0.00372558038941798
0.807646638748142,0.859146560010773,0.00549021232513412
0.89272745105263,0.954201500646551,0.00637024350693112
0.800157672695527,0.925478058286989,0.00441096762913347
0.97369758101797,0.962746132922302,0.00875444544379964
0.869241891899107,0.75987666401761,0.0109565410973487
0.805684850732526,0.944530843096604,0.00436657481637104
0.728219851382702,0.902207739756706,0.00294473388095943
0.887243246099929,0.888958544226888,0.00738504568980246
0.884079545550818,0.824332063321141,0.00904448076534859
0.965665517291961,0.821617330495857,0.0157107971044481
0.784317580168939,0.926130721891959,0.00394666187589018
0.901887435462835,0.90159459312969,0.00757096724704404
0.88866496230226,0.957164115708747,0.00619286475683736
0.863777150314165,0.776894997644355,0.00988882830210702
0.953581263002366,0.872711959590131,0.0107301157394529
0.954076819776582,0.893743973255311,0.00975478869335838
0.888593915339305,0.90598510826012,0.00709310065883127
0.958029812050815,0.974788756403045,0.00774690426918665
0.891783845035641,0.789518770611304,0.0112841934451655
0.92187959530362,0.854130795028736,0.00995133566444093
0.886164789786473,0.867339190916852,0.00784867891525802
0.958223292041772,0.907863715833722,0.00994799443414504
0.987572765004079,0.883161817477102,0.0121551371234111
0.827870148912893,0.889517818006137,0.00566432812913304
0.959818292512473,0.852332594666282,0.0127102771245308
0.938069173707236,0.955359142681925,0.00763545174878444
0.801979315030713,0.753337832796101,0.00736085368229776
0.796812212751164,0.820790654327015,0.00570821572248046
0.931392612348918,0.763120779377659,0.0210286709460491
0.918181249490832,0.889147705739081,0.00856407193623718
0.969940434344011,0.884106212503192,0.0110319731068457
0.925670809924431,0.961764945405399,0.00717968570193083
0.968114622540188,0.917505182636626,0.00995067120726299
0.890048228134483,0.964098994884399,0.00622413079295218
0.817101717770429,0.857090427915187,0.00574509477848299
0.926968725396345,0.971530026026678,0.00710394027055511
0.946853054667219,0.847536353217026,0.0116996620801249
0.981294300849674,0.848974701905956,0.0151392191123549
0.96897913387036,0.863011925742238,0.0123882467791164
0.927830602076151,0.826464913604861,0.0117374923221927
0.936754756293636,0.811063490533543,0.0133287904517152
0.956530224712064,0.945591673791846,0.00857675254321272
0.930834147121269,0.830099823018158,0.0116328728548384
0.904170319805061,0.914505134762976,0.00745440817883884
0.885338560415986,0.92500567239614,0.00662996540381475
0.96718850960524,0.839485270831798,0.0141278018072686
0.970188166857124,0.958651728132086,0.00889939327802918
0.907715133454702,0.91033416535539,0.00743364649293373
0.986434538459465,0.994398991376306,0.00840834154280789
0.831543481314756,0.881850490418059,0.00578749630927153
0.889121093982934,0.927260649725169,0.00669065214381024
0.863879441689699,0.973170496838015,0.00544470069454982
0.858223076028229,0.894311176574376,0.0063522909832193
0.796247481757138,0.967783437147588,0.00400482747446423
0.996409644394165,0.892916096197338,0.0124574807758732
0.918740518989585,0.935417211985058,0.00753486263204789
0.829098976095878,0.874636098135831,0.00586061523114977
0.932306896191799,0.931015086779302,0.00797460554663602
0.920108370560262,0.899015530871481,0.00826519246204265
0.995264791885198,0.899018734564834,0.0120505786203718
0.870535609818466,0.958731375520795,0.00570062313901006
0.908528091623231,0.954719209011907,0.00664716770891728
0.734368888707457,0.861573758659942,0.00340535790108957
0.907470323508323,0.841292501115203,0.00949413349428484
0.969042129430935,0.877216072480215,0.0114639160575644
0.985767585074405,0.958579072118646,0.00918492675965622
0.915129254672504,0.800613476655271,0.0123733990266004
0.963667954758629,0.923157995114185,0.00955192009713274
0.957331365490488,0.908823330900581,0.00930044865096341
0.902054318463086,0.918005287292648,0.00724500483216039
0.991481268465218,0.852073425311659,0.0158161559375528
0.92058012503976,0.922899531703745,0.00771140284172329
0.931072195481035,0.96394126809935,0.00737961586718431
0.958605997745877,0.895009826934336,0.0101734502109773
0.889267389062032,0.907020260389804,0.00706656077433297
0.966229035828654,0.824637183133374,0.0156352944853397
0.850783822510112,0.890908798911951,0.00614875655702786
0.979460300360966,0.865423081528083,0.0129832083400392
0.951085521265399,0.848088098146057,0.0116944750303249
0.941567763822168,0.864470427691785,0.010650048948617
0.989838303330044,0.995968806263145,0.00851205473398291
0.952095265620747,0.983223274910812,0.00768162155614004
0.8179906568448,0.796763062787019,0.00682999624920134
0.887712049152069,0.853200423629404,0.00817035122341449
0.988631921509987,0.924054480168689,0.0107147221897987
0.969140087939011,0.929311435514641,0.009345779891567
0.992416402236106,0.845819191137843,0.0168598767375448
0.850510253497562,0.980191864403289,0.00508517661443737
0.872936628466932,0.870434710271803,0.00734679085702219
0.876665056269513,0.743832084735401,0.0131438366236592
0.909360431340466,0.76748969821022,0.0144686679831508
0.909874721314186,0.809093929523321,0.0113673568154318
0.93171494420209,0.854545024250093,0.0103914537359427
0.973451481033358,0.807233203880609,0.020450835089222
0.78658897261184,0.952536545288626,0.00382678050047876
0.97961454520565,0.903328782888123,0.0110231422432423
0.998272162361126,0.919398742013297,0.0111704005517126
0.912188259647717,0.883220505506205,0.00847290214656123
0.906929249607782,0.84545342315754,0.00937222972936246
0.931358397814926,0.927135433963606,0.0081231174315897
0.953026852496197,0.979048132955636,0.00774574009957505
0.920183275346244,0.787614862496612,0.0137614360721105
0.68387320201117,0.770538100722047,0.00269477085796704
0.797174611278645,0.999275139010499,0.00370676662261773
0.861215278664431,0.691724629308781,0.0257510687400072
0.954906959458752,0.926377048327447,0.00890967426408688
0.925755565012307,0.899552394797535,0.0084831414370386
0.987388502307198,0.994512382759365,0.0084195395431249
