"p0","p1"
0.906379256170993,0.770235727134717
0.998185585752771,0.859990639369061
0.982657408626155,0.848395162841277
0.95095162566099,0.815027952970394
0.906518957831875,0.76830566509186
0.979437303801327,0.843531740282343
0.897206736856815,0.760270427823339
0.96444272416494,0.830809471768362
0.984624486956254,0.848584731676033
0.99794855539277,0.858331609705913
0.998541414239196,0.857691798224653
0.944525973676583,0.80650545480477
0.899372772079202,0.763524971621229
0.924737199860758,0.784735527386566
0.92401447300588,0.782212824805592
0.989407813455996,0.85018547481568
0.927935392164057,0.79170878605416
0.951887825980784,0.815589971969815
0.954666629434264,0.817083009422796
0.915001170013124,0.783772633196358
0.973254059926271,0.835329166097119
0.946474998047469,0.810605817159832
0.93044164606153,0.788534163789158
0.857718200263496,0.719007061997458
0.951829842971426,0.814304356436457
0.943466112078101,0.808391869912895
0.932561592401183,0.79498513389513
0.944403022781099,0.809007122039422
0.934449940930474,0.792250997011894
0.993176192704914,0.855771556836228
0.822010428552069,0.682243849193504
0.994375080405265,0.859069554231901
0.916335718717781,0.774875511745143
0.988728092879936,0.851808253218399
0.985089748517778,0.847351551320361
0.857726431933703,0.718577861247733
0.949334013768349,0.812319288353601
0.937999253530856,0.800669713080865
0.94048863424621,0.805650465401556
0.987834459163546,0.849847641575039
0.925961045986602,0.791536821057762
0.986700397695558,0.849568666857185
0.98252518511953,0.844345153367797
0.899195033338681,0.760943958755576
0.917064383586572,0.776930477905539
0.94585195482436,0.804396785758347
0.934708429564346,0.796773061936795
0.960877008264913,0.823508434690896
0.956949647059939,0.816187073710046
0.977132558078051,0.838403602793124
0.986773723522801,0.847902179357741
0.95886299057334,0.821961610910693
0.9564867460851,0.82006343734582
0.984650632689342,0.850405551403926
0.978717189249407,0.840381261583971
0.982703061205848,0.84841502948057
0.98168030586897,0.839905279535082
0.914907251647422,0.779658926660908
0.999747129329562,0.861830470251546
0.93652831697255,0.797487838137857
0.931340141721911,0.793396396170661
0.946243038807791,0.811892979971569
0.935903895532355,0.798741425578691
0.965913703596948,0.829219947559535
0.984168558240729,0.848298594741606
0.8960876993104,0.759746885991901
0.952230613910243,0.816014760865553
0.975489433000996,0.838151847378536
0.949107727468999,0.815931802459989
0.999773658539662,0.862004099944859
0.995366146566372,0.86049332758205
0.967592199684185,0.831273295766795
0.992050416716854,0.852859777485568
0.994672413232031,0.853477061994005
0.996923354004276,0.858934515165475
0.952089287194525,0.814650943457
0.986966274337602,0.84972816446248
0.989770416170268,0.849270588918497
0.900683196727817,0.759690520900838
0.974168776594294,0.837730438759124
0.985930853099225,0.847652337771673
0.996561121654603,0.859813428891617
0.988440813242987,0.857645652886285
0.904212196017115,0.76103199810742
0.975912968419107,0.840856201438758
0.987458976009703,0.850672809478739
0.928819073544502,0.793849712922364
0.947445882400753,0.81039565756661
0.992919169758236,0.854478431520076
0.870458308999008,0.73496024036916
0.947788586257547,0.810132460934792
0.952337299762732,0.814166787509976
0.94082601057504,0.808518496190675
0.914148876804433,0.773435632275072
0.983504704772184,0.84764493862026
0.939275780551284,0.800196235686996
0.975082033148838,0.836003262447851
0.997037170126411,0.858939357888234
0.983925425166704,0.849633148224069
0.958774919792917,0.822060217196225
0.965003698373135,0.828820116016437
0.952189688139323,0.814013873238911
0.998512811930122,0.858398049893282
0.947544261274722,0.816669691465443
0.906868110784202,0.77755723062552
0.930726997463252,0.794446677699551
0.957104167013309,0.822066491316552
0.989131258962035,0.854918763859414
0.957221168529349,0.822366322599502
0.943504496836969,0.809537390852253
0.976454405087654,0.831508201400708
0.99942751494156,0.862553886016027
0.920270375234294,0.777699761474004
0.945814006503941,0.808186973253566
0.99809037663009,0.853395905164114
0.946076219180673,0.811263238343888
0.895228474094016,0.761955659608505
0.974279241387636,0.833964343229884
0.950615623425479,0.809546575175536
0.997462214983385,0.859880953855731
0.988529432843018,0.855535135147225
0.925168915011457,0.787395075720069
0.876274466984939,0.742817843642115
0.946135366295338,0.808141755302033
0.973060574288735,0.838291485458558
0.929934189812781,0.789425210439929
0.985299003218985,0.846457701012873
0.978524245796004,0.842875196078405
0.980211665006458,0.841589767012694
0.983351864287222,0.845777278547246
0.913357448050293,0.77144459615311
0.990424078365921,0.85231490090432
0.932942891203498,0.795051752316316
0.974254885626722,0.832705697622342
0.99290119641855,0.850865980480344
0.962300358168338,0.827075380760832
0.933772063223086,0.801265202060981
0.995953019332862,0.856813389616531
0.890881155480228,0.751618206819588
0.974513964418408,0.841239615219535
0.954183269066177,0.816883506413754
0.983858266947653,0.846323538605067
0.984865622686381,0.844209066811961
0.997541164329518,0.858435444776644
0.91353797402602,0.776459004576636
0.997294753743679,0.85667927464701
0.922722321266375,0.791527641784964
0.98075373716537,0.846603062991264
0.951145506923999,0.822322828597846
0.935138963508801,0.792840502248583
0.999919395089665,0.861455045582889
0.914008616003655,0.783177485531225
0.98611779895117,0.849347901742698
0.972815952946845,0.836892917913486
0.97692754675734,0.841883251080535
0.99255524959532,0.85371939862766
0.992969115690909,0.852092271611673
0.990584147184568,0.849774067696029
0.961674004592225,0.829000377604383
0.921129116748434,0.785049153042189
0.994895903263629,0.857051714939493
0.965645987328519,0.821295663568835
0.973614712575207,0.83412481437615
0.938126029980041,0.801371485948197
0.962630738931446,0.823748648507297
0.978859533014818,0.844605526836292
0.980462551924515,0.845146347774826
0.906198229697313,0.771099393164704
0.945986772438366,0.809113445595103
0.99635833701269,0.862038837419911
0.959994211431733,0.821353259593544
0.986904908436081,0.853693272349379
0.920062526385773,0.779685720609523
0.943582185936549,0.806431371583836
0.913076120852991,0.772182508643612
0.931464008775698,0.795164085815156
0.98770080448216,0.852461454470022
0.958451014972478,0.820037261719063
0.965824438765305,0.834471701895937
0.882106761746303,0.74313035837242
0.952009925967591,0.811460111615626
0.957490672504736,0.817936124672635
0.929339033222805,0.793264645496815
0.939141192494429,0.79712110072456
0.910166594396807,0.77647819143194
0.912750198196031,0.780336611989622
0.876499999179955,0.736585714262676
0.948898548169015,0.815171296236826
0.988877771330764,0.85083627313033
0.933814025068788,0.80187663898345
0.906929712364931,0.764598610034554
0.958079418093848,0.823648413756105
0.940118575386436,0.804110981011909
0.961655435887106,0.821169994563805
0.974669518535187,0.838367091169434
0.939205437494382,0.802219170993494
0.962470113943001,0.824858057365482
0.975280116102184,0.838405944215918
0.987435223915962,0.853224735309617
0.933645535976722,0.796336049880024
0.997728860597669,0.854566576838483
0.993944788859645,0.857843409790748
0.982377259433319,0.847014972340977
0.987139642320828,0.847809612002217
0.994303949046761,0.857287646096638
0.985258076491381,0.848536395492902
0.934536778432979,0.796162588910005
0.993479373376084,0.860187292500372
0.957152839562644,0.823452208101067
0.99532478939376,0.854390020524044
0.945914613353208,0.813900751706255
0.963599894326865,0.829631711956538
0.99294444121873,0.86123551608757
0.902599737495264,0.769956823548914
0.970978373907102,0.834401343953768
0.974420135246052,0.832899394684403
0.970768683297635,0.83092186513443
0.878999744029339,0.742298156959761
0.956061183674658,0.817138874271682
0.932411949823524,0.791933017176092
0.978458244412147,0.839163718552498
0.891866948060044,0.749536608363766
0.963513214456988,0.827200776788193
0.969273425175634,0.828601707772889
0.962457116757322,0.819964951698458
0.995159323970597,0.859765249743501
0.96592961448066,0.827963403001605
0.968899426895879,0.82920373187669
0.980844518805189,0.845882455764166
0.986632543680839,0.850352949169339
0.995722699400944,0.859144538565772
0.93814279468426,0.795642680226881
0.948488590619386,0.809950360605375
0.991150816938735,0.855647001681746
0.954327860375994,0.818006886152046
0.96273267439976,0.828162778074657
0.995845748321001,0.861467574115998
0.999457261909559,0.860077907277536
0.982203029254304,0.848076094255856
0.979736192058934,0.843902472610261
0.994343879881918,0.8585241181125
0.937583319156344,0.799496249657639
0.934241486550595,0.792468493423506
0.959452127158787,0.826298439205756
0.940631039240627,0.804962956698429
0.961773557940174,0.824320321313507
0.984682467850558,0.846071197983849
0.954557071587197,0.820535947408757
0.981685194623725,0.847057429156065
0.963769126196334,0.822494163015601
0.968750957756888,0.82996358370165
0.922167890769687,0.786621405681651
0.998602360302484,0.863905365554203
0.923367960788222,0.793085853262219
0.936043891500261,0.796713361874192
0.961804281377639,0.821995289631297
0.980269787033304,0.849811926861122
0.995008849401892,0.862646103888773
0.916621185398148,0.781386458982476
0.947753444717694,0.811294671131746
0.999863168547623,0.86240190131893
0.941804901908825,0.80163244667232
0.935378444390927,0.793302312137437
0.991413952298735,0.858836741799621
0.910904386338643,0.77282798497211
0.92580576248766,0.78957923883163
0.97725502755516,0.835987575811068
0.987617498988898,0.850580777518748
0.943902636707085,0.807095036758453
0.930745805705919,0.793813509445232
0.929880811496099,0.793214552076069
0.994007317831982,0.858914299261389
0.988516519835125,0.857049479692797
0.914835345073716,0.782399410870811
0.999409880931033,0.865582375294045
0.993727100101622,0.85761362633979
0.991090452334336,0.853089924347782
0.948655272372753,0.811464607530086
0.976786193007504,0.838450796661156
0.924717031557301,0.787162713582992
0.919309938580914,0.778729286699103
0.9614570961661,0.824060805764669
0.989979112474902,0.850642246490971
0.980054280155491,0.844151882428736
0.949289833484954,0.811638522147833
0.967317299827003,0.829680680595353
0.979188835436947,0.837925599622084
0.967801415068115,0.825828963375945
