x,y
1,0.6826171875
1,0.7080078125
1,0.6845703125
1,0.6962890625
1,0.71484375
1,0.7080078125
1,0.72265625
1,0.7099609375
1,0.705078125
1,0.7314453125
1,0.6962890625
1,0.6904296875
1,0.7158203125
1,0.7265625
1,0.6982421875
1,0.7158203125
1,0.712890625
1,0.703125
1,0.7255859375
1,0.7041015625
1,0.7265625
1,0.69921875
1,0.6865234375
1,0.728515625
1,0.7021484375
1,0.7060546875
1,0.7109375
1,0.689453125
1,0.7001953125
1,0.7412109375
1,0.7392578125
1,0.7001953125
1,0.7197265625
1,0.73828125
1,0.6943359375
1,0.716796875
1,0.72265625
1,0.7294921875
1,0.73828125
1,0.6953125
1,0.7138671875
1,0.72265625
1,0.703125
1,0.712890625
1,0.7109375
1,0.740234375
1,0.7412109375
1,0.7080078125
1,0.7119140625
1,0.7109375
1,0.7373046875
1,0.7216796875
1,0.7158203125
1,0.703125
1,0.69921875
1,0.712890625
1,0.7177734375
1,0.7275390625
1,0.6962890625
1,0.7021484375
1,0.693359375
1,0.712890625
1,0.7431640625
1,0.7158203125
1,0.7158203125
1,0.7080078125
1,0.708984375
1,0.70703125
1,0.7255859375
1,0.7080078125
1,0.7158203125
1,0.7001953125
1,0.7265625
1,0.69140625
1,0.7001953125
1,0.708984375
1,0.708984375
1,0.716796875
1,0.7177734375
1,0.7197265625
1,0.72265625
1,0.712890625
1,0.7021484375
1,0.705078125
1,0.7080078125
1,0.7177734375
1,0.7265625
1,0.7119140625
1,0.7109375
1,0.70703125
1,0.6923828125
1,0.6962890625
1,0.7109375
1,0.7099609375
1,0.7109375
1,0.728515625
1,0.728515625
1,0.7216796875
1,0.701171875
1,0.716796875
1,0.701171875
1,0.7275390625
1,0.7177734375
1,0.7265625
1,0.6962890625
1,0.697265625
1,0.70703125
1,0.7138671875
1,0.7353515625
1,0.724609375
1,0.703125
1,0.708984375
1,0.712890625
1,0.701171875
1,0.70703125
1,0.6884765625
1,0.728515625
1,0.71875
1,0.7373046875
1,0.701171875
1,0.7041015625
1,0.7314453125
1,0.724609375
1,0.7080078125
1,0.7314453125
1,0.7109375
1,0.7275390625
1,0.712890625
1,0.703125
1,0.6962890625
1,0.69140625
1,0.705078125
1,0.6962890625
1,0.7099609375
1,0.71875
1,0.669921875
1,0.7353515625
1,0.6962890625
1,0.7099609375
1,0.708984375
1,0.7392578125
1,0.7138671875
1,0.712890625
1,0.705078125
1,0.716796875
1,0.7490234375
1,0.7080078125
1,0.705078125
1,0.6953125
1,0.7490234375
1,0.7373046875
1,0.71875
1,0.7119140625
1,0.736328125
1,0.712890625
1,0.70703125
1,0.712890625
1,0.7216796875
1,0.7177734375
1,0.7138671875
1,0.708984375
1,0.716796875
1,0.7041015625
1,0.6982421875
1,0.705078125
1,0.734375
1,0.724609375
1,0.7060546875
1,0.6953125
1,0.7197265625
1,0.689453125
1,0.7392578125
1,0.7041015625
1,0.7060546875
1,0.7314453125
1,0.7109375
1,0.7255859375
1,0.7265625
1,0.7197265625
1,0.7138671875
1,0.7216796875
1,0.720703125
1,0.73828125
1,0.716796875
1,0.7060546875
1,0.7060546875
1,0.7099609375
1,0.7265625
1,0.6904296875
1,0.7431640625
1,0.724609375
1,0.673828125
1,0.71484375
1,0.70703125
1,0.6884765625
1,0.6923828125
1,0.6982421875
1,0.73046875
1,0.6982421875
1,0.7177734375
1,0.69921875
1,0.71875
1,0.7197265625
1,0.7294921875
1,0.70703125
1,0.712890625
1,0.7158203125
1,0.728515625
1,0.708984375
1,0.7021484375
1,0.7138671875
1,0.7197265625
1,0.7001953125
1,0.736328125
1,0.712890625
1,0.7138671875
1,0.7138671875
1,0.6962890625
1,0.73828125
1,0.6982421875
1,0.7353515625
1,0.7392578125
1,0.7177734375
1,0.705078125
1,0.71484375
1,0.71484375
1,0.6953125
1,0.712890625
1,0.7216796875
1,0.7265625
1,0.6943359375
1,0.7314453125
1,0.7001953125
1,0.6884765625
1,0.7001953125
1,0.6875
1,0.703125
1,0.7041015625
1,0.7177734375
1,0.708984375
