"p0","p1"
0.876359173729586,0.964363061046291
0.843064933102861,0.934414054101907
0.897895290231492,0.985413390076352
0.8709550183482,0.958214391400138
0.857959517029058,0.947738777396882
0.875249597436242,0.966032064625175
0.83517962335454,0.924367508200927
0.856485897375887,0.94618089759307
0.855749056086783,0.943233617822677
0.890421723343246,0.979282268141158
0.85600147512195,0.944890359727795
0.846481684835418,0.937334585327264
0.864711952282383,0.951210907295838
0.872559037567536,0.959048795508581
0.868849886068894,0.955555044192876
0.812361403591289,0.900207692148208
0.900777277628988,0.987546738424792
0.909626448158683,0.994893466041463
0.793388551949708,0.884323035315264
0.824515753450545,0.915234187403539
0.847131511138637,0.938564205163164
0.859321454353918,0.949995216972972
0.841974435733272,0.931367244010093
0.767518990961059,0.854592701705478
0.897919248478838,0.985463741116662
0.862274124503832,0.949186161721779
0.900424531792101,0.992691104424866
0.881583489615051,0.973267231135203
0.840126447265192,0.92968473036149
0.892880526712209,0.980187403358992
0.87499017737896,0.966228405068932
0.875458506925521,0.964216720168335
0.819974968105264,0.907590080912702
0.865739115878334,0.953615488233844
0.830517508727804,0.922422620591027
0.90557143186509,0.99444446031756
0.88988759621186,0.979754448270132
0.817667401005324,0.910391798573897
0.899498696465764,0.987448226258495
0.897090564039339,0.98176659340046
0.827641241053515,0.917788678228845
0.874573928846432,0.962670394852403
0.810403398454323,0.89903858565101
0.897523150618882,0.983618562753927
0.863557098595816,0.952070262274961
0.907252229203515,0.994695118737848
0.869152184685169,0.957377244253966
0.811063909838725,0.90040074158891
0.878091120872847,0.968085683821896
0.858210563209389,0.948501680282303
0.860007175123405,0.949628089573479
0.884481125572126,0.974657770276775
0.89078060609494,0.981683266949215
0.898140393332403,0.986167773193083
0.885734858740913,0.974110367527933
0.864320619404355,0.949918340696095
0.861043038587426,0.951900354235936
0.860068872257786,0.948334121167784
0.83579809224502,0.927125461975581
0.853489552509663,0.939621991628962
0.891764324553747,0.978930778270679
0.873049289413289,0.959971292514632
0.877802135324404,0.967502982633452
0.833407614339754,0.925025930885131
0.815143038154185,0.903960684549636
0.814092531657814,0.901769377629544
0.807000168954137,0.895399336978742
0.886469818382917,0.974537008662236
0.890272498415234,0.979075746754792
0.891041325140022,0.980024680359116
0.845666580737725,0.931362977385219
0.780593824615779,0.867892676284636
0.723420566765659,0.814750670919132
0.860613049926926,0.948000191863074
0.900775013919526,0.98809020165494
0.838653333791159,0.928910164207296
0.887992677737459,0.974536390264335
0.869774712782861,0.960366554575342
0.848788173759635,0.937725818559089
0.783169177901645,0.869845000826576
0.865823806334087,0.952999451200072
0.844181735410374,0.934057386418431
0.867635942823927,0.955575160924798
0.904351634676277,0.993886676637838
0.836707509207982,0.925894466410577
0.863567146922018,0.947951660896249
0.866910813990087,0.954595207684957
0.856066405490883,0.94356022155943
0.896933308621351,0.989045028143702
0.897013210700722,0.985375175436045
0.825945832860624,0.914118172853034
0.834447872938296,0.923771992800583
0.748871445119478,0.838142661826219
0.809146574800145,0.89381019450445
0.824550407147329,0.915995202743378
0.853002906403956,0.942088536640763
0.894191352010972,0.983195903438028
0.881569400985,0.970585629911576
0.870075493355923,0.958262038916826
0.852776227928285,0.943705768304591
0.892235093386893,0.981506136210976
0.851905704277157,0.941404882129788
0.871952527557693,0.958380090801745
0.905965647954797,0.994771159274664
0.898162820040448,0.989457758287692
0.868335262003701,0.957869212219901
0.79731505331321,0.887997180776617
0.881660311180983,0.971984879395059
0.846362329510905,0.933726618312596
0.875326973063468,0.966433587199802
0.897073907070493,0.986276495551657
0.882206078923319,0.972097544893631
0.898937368389237,0.987068522688988
0.889346030391003,0.980870504550174
0.79353620552057,0.881536740555409
0.901450021556556,0.989657612994367
0.900305614785024,0.987855011806424
0.835543520407336,0.921097652031362
0.906368854039266,0.997541762219242
0.865115328372823,0.95568809122405
0.735590336198231,0.820534516055727
0.83638015387552,0.924544993296097
0.903479906278663,0.992145050036391
0.83524604583989,0.923258160269257
0.875002736435335,0.963100539897711
0.857868789690284,0.94617919342484
0.780031429272418,0.869695066961899
0.800621851815523,0.888798541516095
0.884965926123406,0.971695116479064
0.885804205017569,0.977207134487196
0.890254877323863,0.979686301328495
0.840272786223243,0.930720641546701
0.913863163828859,0.99856837360089
0.842943967133614,0.933082180336343
0.807931894071218,0.89849270971425
0.843465077079228,0.928337920829691
0.857709309081375,0.945978010999073
0.863126276532598,0.953243867817151
0.907097684718424,0.996643575542977
0.87290108379034,0.961266237365976
0.891814474759324,0.980534198516421
0.908579064816124,0.996252043665926
0.897588945364617,0.985974801824588
0.84595615066122,0.936496728494925
0.899712962418789,0.986764657668762
0.828371852560084,0.917513069465315
0.909639069412861,0.997143978016812
0.902662203722836,0.99405317190172
0.870944311632413,0.959064791469711
0.882149908438824,0.970857596734176
0.890973481774592,0.978975559124942
0.845669395311989,0.930143863153292
0.89676919279978,0.988081934844244
0.908708582012107,0.993969389615235
0.760877172670281,0.848939692703378
0.865464567108225,0.955500908621445
0.851856969512056,0.940895237683341
0.89498848114109,0.983326847629895
0.85347209719181,0.941815584278448
0.858135126672129,0.945944647129716
0.86469955095354,0.953720226027666
0.837868785977767,0.924147652278701
0.85076046696114,0.942057428778014
0.883364277771728,0.970806798041693
0.87655425878371,0.964904818380625
0.878534387311676,0.968447139427039
0.838361167598015,0.929230477573296
0.822622962819106,0.91083472747419
0.858389351910203,0.945879719657821
0.877706354454874,0.966211819117236
0.824461172757943,0.91285491537854
0.872370947736861,0.959588968539224
0.852515420219264,0.940909336077529
0.825372910347944,0.91501170998975
0.846818335380903,0.930683251873747
0.854700943582254,0.945921461421916
0.881849267853842,0.969675084801066
0.803635511858611,0.896444920068066
0.827615787333156,0.916645690637516
0.900240238268112,0.989762672635633
0.883958501081171,0.972175250422717
0.908050017483749,0.996957102813896
0.775674706105274,0.862876299543158
0.912713143302242,0.997627337108428
0.850121213241223,0.94021965920745
0.845503447896954,0.930272588486352
0.907324452072265,0.993763472543351
0.869547786725473,0.956321325446746
0.842821448631411,0.93538878240371
0.908891940377006,0.998167794865987
0.876440438275153,0.96486657295601
0.801431537321982,0.889107715923107
0.888172562884036,0.978611803539764
0.887514253679047,0.977932397934257
